,case_order,cust_id,interaction_id,city,state,county,zip,latitude,longitude,population,area,timezone,job,children,age,education,employment,income,marital,gender,churn,outage_sec_wk,email_contact_yr,support_reqs_total,equip_failure_yr,cust_is_techie,contract_term,portable_modem,tablet,internet_service,phone_service,multi_ph_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_bill,pay_method,tenure,monthly_charge,bandwidth_gb_yr,surv_timely_resp,surv_timely_fix,surv_timely_replace,surv_reliability,surv_options,surv_respectful,surv_courteous,surv_active_listening,zscore_income,zscore_support_reqs,zscore_equip_fail
7684,7685,B110173,4de706f8-200e-4cbe-b8ae-7633b14b0b2a,Globe,AZ,Gila,85501,33.53908,-110.7535,13020,Urban,America/Phoenix,"Engineer, structural",2.0,42.0,Master's Degree,Full Time,140367.0,Married,Female,No,7.408745,15,0,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,54.0,158.8525,4825.0,3,3,3,4,3,2,3,4,3.9379681851293213,,
7781,7782,M27166,4542b803-85c2-4c72-8f17-865cdae8ba72,Douglas,NE,Otoe,68344,40.5698,-96.40066,400,Urban,America/Chicago,"Exhibitions officer, museum/gallery",4.0,44.0,Regular High School Diploma,Unemployed,131422.0,Married,Female,No,9.344196,8,0,0,No,One year,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Credit Card (automatic),71.0,183.0115,6717.0,5,5,4,3,5,3,4,3,3.5872586127238737,,
7804,7805,C103156,93329400-68ed-407b-99cb-b8df8345b514,Newell,SD,Butte,57760,44.97606,-103.2548,1158,Urban,America/Denver,Ophthalmologist,0.0,77.0,"Some College, 1 or More Years, No Degree",Part Time,149891.0,Married,Male,No,13.1439,12,0,0,Yes,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Credit Card (automatic),57.0,263.5019,5203.0,4,4,3,2,5,3,3,2,4.311378801964367,,
7827,7828,S286355,67356ad1-8f6e-4eb6-b237-351b1a827e72,Paris,KY,Bourbon,40361,38.20598,-84.2273,18529,Urban,America/New_York,Hospital pharmacist,0.0,59.0,Nursery School to 8th Grade,Part Time,126992.0,Separated,Female,No,14.33167,11,1,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Credit Card (automatic),61.0,193.2395,5231.0,4,4,3,3,5,2,4,4,3.413570138072545,,
7909,7910,N580342,6c89361d-088c-4cd6-bd5a-a3c51df0e1cc,Dallas,TX,Dallas,75211,32.73491,-96.903,79010,Urban,America/Chicago,Biomedical scientist,1.0,69.0,Regular High School Diploma,Student,138156.0,Never Married,Prefer not to answer,No,10.06219,12,2,0,No,Two Year,Yes,No,DSL,No,No,No,No,No,No,Yes,No,Yes,Mailed Check,65.0,116.4883,5975.0,4,4,5,3,4,4,3,4,3.8512807771261413,,
7963,7964,F649912,a15111e6-d034-4028-b696-085671e6f076,North Beach,MD,Calvert,20714,38.72222,-76.54613,4622,Rural,America/New_York,Stage manager,1.0,26.0,Regular High School Diploma,Full Time,159532.0,Widowed,Female,No,14.97183,18,0,0,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,No,No,No,Credit Card (automatic),59.0,156.6855,5062.0,3,3,2,5,3,3,4,3,4.689376676482078,,
8017,8018,D94567,0707d6a4-8601-4b84-abe3-4429aa018dbb,West Long Branch,NJ,Monmouth,7764,40.28832,-74.0185,7917,Suburban,America/New_York,Games developer,3.0,25.0,Associate's Degree,Full Time,150264.0,Separated,Male,No,16.07136,17,3,0,No,Two Year,No,No,None,Yes,No,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),47.0,128.6117,4339.0,4,4,4,2,3,6,3,4,4.326003136286025,,
8046,8047,R120686,394280ae-660d-4858-9342-8ed3067b6bf8,Safford,AZ,Graham,85546,32.71135,-109.5841,20765,Suburban,America/Phoenix,Emergency planning/management officer,3.0,59.0,Master's Degree,Full Time,126573.0,Widowed,Male,No,9.126918,10,0,0,No,One year,Yes,No,None,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Mailed Check,71.0,172.6928,6370.0,4,3,2,3,4,4,4,2,3.3971422665423177,,
8138,8139,A940663,3c7e4edd-520d-44d1-9821-43d46d55d6d5,Nashville,TN,Davidson,37243,36.16503,-86.782,0,Urban,America/Chicago,"Psychotherapist, dance movement",0.0,30.0,Bachelor's Degree,Student,117867.0,Separated,Male,No,12.28756,16,0,1,No,One year,No,Yes,None,Yes,Yes,No,No,No,No,Yes,No,No,Bank Transfer(automatic),71.0,136.7867,6234.0,3,3,3,2,4,3,2,3,3.055803246155305,,
8157,8158,N07725,068ec448-1e00-4f1c-ae4e-583a6c974a84,Oglesby,IL,LaSalle,61348,41.28164,-89.03787,4483,Urban,America/Chicago,Biomedical scientist,1.0,56.0,Regular High School Diploma,Unemployed,126024.0,Never Married,Male,No,14.87091,15,2,0,No,Two Year,Yes,Yes,None,No,No,Yes,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),66.0,143.2555,5895.0,2,3,3,4,2,3,3,5,3.3756174420313516,,
8173,8174,C367217,bb6dfbf1-f475-40bb-bfe3-d17221b759fc,Carlton,PA,Mercer,16311,41.45675,-80.03446,505,Rural,America/New_York,Ceramics designer,2.0,61.0,Nursery School to 8th Grade,Student,126806.0,Never Married,Female,No,7.946095,17,0,0,No,One year,Yes,No,None,No,Yes,No,No,Yes,No,Yes,No,No,Electronic Check,62.0,147.5753,5052.0,6,3,5,3,3,5,4,4,3.4062775745770266,,
8179,8180,Q605275,0e5510e5-6921-4d0f-9141-248df96823ee,Fall River,MA,Bristol,2723,41.69271,-71.12968,14279,Urban,America/New_York,Product designer,3.0,59.0,"Some College, Less than 1 Year",Full Time,146537.0,Divorced,Male,No,9.554865,11,3,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,Bank Transfer(automatic),64.0,171.8375,5981.0,3,3,3,4,2,3,2,3,4.179877415061307,,
8254,8255,K986985,24df4773-4c35-4384-b3a6-4565c07d125b,Vinalhaven,ME,Knox,4863,44.07898,-68.84384,1081,Urban,America/New_York,Actor,4.0,68.0,"Some College, 1 or More Years, No Degree",Unemployed,146591.0,Never Married,Male,No,13.34261,14,1,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,64.0,168.0114,5541.0,2,3,3,3,4,4,3,5,4.1819946109148445,,
8412,8413,Y476794,cb65b2a0-ea65-4f64-9457-efa6e6535114,Berryville,AR,Carroll,72616,36.34291,-93.5564,11237,Rural,America/Chicago,Occupational hygienist,1.0,85.0,Bachelor's Degree,Full Time,146601.0,Widowed,Female,No,13.46103,12,1,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Credit Card (automatic),64.0,134.9536,5739.0,4,4,5,3,5,4,3,2,4.182386684221055,,
8457,8458,C364813,a690f701-9b9d-42f6-b48b-92e0446e2842,China,TX,Jefferson,77613,30.04723,-94.35561,963,Urban,America/Chicago,Public affairs consultant,2.0,59.0,Master's Degree,Full Time,164529.0,Widowed,Male,Yes,12.10414,15,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,63.0,243.39,5837.0,4,4,3,3,4,5,4,5,4.885295707595551,,
8602,8603,O758268,8c498fdc-5e23-4b3d-9718-03377b2e72ad,Buffalo,NY,Erie,14215,42.93535,-78.81069,39962,Rural,America/New_York,Medical physicist,4.0,43.0,"Some College, 1 or More Years, No Degree",Full Time,116972.0,Married,Male,No,11.4809,12,0,0,Yes,One year,No,No,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),43.0,103.5386,4015.0,4,4,5,3,2,5,4,5,3.0207126852494497,,
8613,8614,I938194,b1812df2-e768-470f-b322-c6a0f32bd088,Prattsville,AR,Grant,72129,34.32775,-92.54194,1111,Urban,America/Chicago,Graphic designer,1.0,82.0,"9th Grade to 12th Grade, No Diploma",Part Time,124590.0,Widowed,Male,No,11.02183,10,1,2,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),52.0,159.3199,4540.0,3,4,3,5,3,3,5,4,3.3193941299207412,,
8624,8625,Z944286,723042bb-6428-4e8f-8075-95e4be39560c,Stillwater,NY,Saratoga,12170,42.99685,-73.66309,5061,Rural,America/New_York,Hydrologist,2.0,78.0,Master's Degree,Unemployed,128843.0,Never Married,Female,Yes,8.615621,10,2,1,No,Month-to-month,No,No,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,56.0,244.3197,5546.0,4,4,5,3,4,6,5,5,3.4861429070521406,,
8744,8745,M18617,b3dfcd74-a09c-497d-88a4-1cce191271c1,Arkansaw,WI,Pepin,54721,44.62933,-92.06966,1269,Rural,America/Chicago,Advertising account planner,1.0,42.0,Bachelor's Degree,Part Time,143641.0,Separated,Male,No,33.64011,11,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit Card (automatic),65.0,285.305,6104.0,4,4,4,3,4,3,3,5,4.0663329855826955,,
8830,8831,S812132,5f3ba2a1-a4d2-4074-a139-98812098936d,Holly Grove,AR,Monroe,72069,34.53481,-91.13088,1148,Rural,America/Chicago,Field trials officer,2.0,47.0,Regular High School Diploma,Retired,186157.0,Divorced,Male,No,13.24887,13,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),66.0,255.9126,6175.0,4,4,3,3,3,5,4,2,5.733271854267997,,
8873,8874,D953868,59f5ad38-cafa-4bf5-adc1-519289ec3052,Newtown,IN,Fountain,47969,40.20574,-87.14876,152,Urban,America/Indiana/Indianapolis,Community arts worker,2.0,61.0,Associate's Degree,Full Time,118282.0,Widowed,Male,No,2.364576,17,0,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),71.0,207.9588,5856.0,3,4,2,3,4,4,3,1,3.0720742883630483,,
8912,8913,T474901,fd94d234-1212-4da0-9008-7f4a8cd3adfe,Viola,ID,Latah,83872,46.86214,-116.9701,563,Urban,America/Los_Angeles,Broadcast engineer,0.0,48.0,Associate's Degree,Unemployed,140110.0,Never Married,Male,No,5.645429,17,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Mailed Check,66.0,168.7243,5646.0,2,2,2,3,4,3,3,3,3.927891901159707,,
8945,8946,N404807,561ce28e-c06c-42d6-9e9c-97f6c61ccb33,Oxford,PA,Chester,19363,39.78697,-75.97447,17119,Urban,America/New_York,Trading standards officer,0.0,31.0,GED or Alternative Credential,Full Time,117419.0,Divorced,Female,No,7.182675,12,0,0,No,Two Year,No,No,None,Yes,Yes,Yes,No,Yes,No,No,No,No,Electronic Check,60.0,127.5438,5177.0,4,4,4,5,2,4,5,3,3.038238362037067,,
8968,8969,L599723,48c02b0c-fc59-405d-8586-271ce35c6aa4,Morral,OH,Marion,43337,40.68201,-83.24151,1149,Rural,America/New_York,"Psychotherapist, dance movement",0.0,55.0,No Schooling Completed,Full Time,137687.0,Married,Male,Yes,18.04267,8,3,0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,54.0,273.9666,5171.0,5,5,5,2,4,3,4,3,3.8328925390648605,,
8988,8989,S697564,b80f556c-309a-45b4-9800-11148020f0e3,Wilkes Barre,PA,Luzerne,18701,41.24368,-75.88508,3526,Rural,America/New_York,Ship broker,4.0,64.0,Regular High School Diploma,Part Time,140030.0,Never Married,Male,No,6.008788,13,0,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),61.0,193.9532,5709.0,4,3,5,4,3,2,4,4,3.9247553147100214,,
9032,9033,V483573,9fffc5e0-0ae1-4bbe-b050-3b9f9a494f47,Dowagiac,MI,Cass,49047,42.00404,-86.12198,14693,Suburban,America/Detroit,"Development worker, international aid",1.0,78.0,Bachelor's Degree,Part Time,160216.0,Married,Female,No,37.91783,15,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,No,Bank Transfer(automatic),62.0,190.8359,5252.0,3,4,3,5,2,5,4,5,4.716194490626887,,
9046,9047,B959713,1fe7dbd8-eb52-4cb6-a2f4-bb179607cf0e,Pulaski,TN,Giles,38478,35.21489,-87.01128,17654,Urban,America/Chicago,"Designer, graphic",5.0,65.0,Bachelor's Degree,Unemployed,119018.0,Widowed,Female,No,5.386904,12,1,1,No,Two Year,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Mailed Check,58.0,140.0818,5468.0,3,1,4,3,3,4,4,2,3.100930883700154,,
9077,9078,S144940,4526127f-1afe-49ed-9d02-5cc7646510e5,Memphis,TN,Shelby,38119,35.07978,-89.84589,22947,Suburban,America/Chicago,Advertising copywriter,2.0,42.0,Bachelor's Degree,Unemployed,142119.0,Widowed,Male,No,9.593937,12,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,No,Credit Card (automatic),65.0,148.8925,5695.0,6,5,5,2,5,4,4,4,4.006659428377431,,
9157,9158,D01059,fa97e226-e1d2-411b-bbde-4da350d5e012,Hancock,WI,Waushara,54943,44.12528,-89.5836,1947,Rural,America/Chicago,Broadcast engineer,1.0,28.0,GED or Alternative Credential,Unemployed,158549.0,Never Married,Female,No,11.40835,9,1,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Bank Transfer(automatic),63.0,165.2997,5677.0,4,4,2,4,3,4,5,4,4.650835870481568,,
9179,9180,D501659,4c1a490f-9ceb-4e9d-8331-e485864290d4,Brownstown,IL,Fayette,62418,39.01845,-88.96952,2108,Urban,America/Chicago,Music therapist,2.0,86.0,No Schooling Completed,Full Time,128999.0,Divorced,Female,No,40.6626,15,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,57.0,191.4386,4781.0,1,2,2,6,2,4,4,5,3.492259250629027,,
9180,9181,T948793,b725c935-b5a2-4563-9d28-b9ea2d5c6798,Fredonia,WI,Ozaukee,53021,43.49465,-88.00157,5009,Suburban,America/Chicago,Tour manager,4.0,69.0,Associate's Degree,Full Time,256998.0,Married,Female,No,12.80093,7,0,2,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),71.0,177.0202,6344.0,2,3,3,3,4,3,4,3,8.51075836279503,,
9185,9186,W142484,50780a64-d40e-477f-b7ca-1a34eecdc54b,Pawnee,TX,Bee,78145,28.64519,-97.99409,145,Rural,America/Chicago,Chief Operating Officer,1.0,51.0,Nursery School to 8th Grade,Part Time,125034.0,Married,Male,No,8.643665,10,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,Credit Card (automatic),57.0,169.8358,5056.0,3,3,4,5,3,3,5,5,3.336802184716495,,
9233,9234,X801505,387019b6-369f-4237-a396-811f44194fb8,Austin,TX,Travis,78724,30.2944,-97.61415,24779,Urban,America/Chicago,Public librarian,2.0,35.0,Regular High School Diploma,Student,163082.0,Separated,Female,No,11.71308,6,0,1,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,No,Bank Transfer(automatic),59.0,182.9642,5194.0,3,3,3,2,6,3,4,5,4.8285627001868665,,
9249,9250,G610690,38062757-e327-4ef9-8778-a31b00bd731c,Hughes,AK,Yukon-Koyukuk,99745,66.04305,-154.2477,90,Urban,America/Anchorage,"Surveyor, commercial/residential",1.0,68.0,"Some College, 1 or More Years, No Degree",Full Time,173978.0,Divorced,Male,Yes,9.771641,10,1,0,Yes,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,67.0,222.072,6606.0,4,3,2,2,3,3,3,3,5.255765774634017,,
9365,9366,U148916,dbecf9be-2e82-4da9-bf94-a214aeb678aa,Ripley,OH,Brown,45167,38.77282,-83.8006,3700,Urban,America/New_York,Paramedic,1.0,62.0,No Schooling Completed,Full Time,122765.0,Never Married,Female,Yes,9.096478,14,3,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,60.0,252.515,5500.0,4,2,4,5,2,4,5,3,3.2478407515372933,,
9414,9415,Q706777,e254036d-aa83-4b6a-8854-88b26e74fd8e,Old Glory,TX,Stonewall,79540,33.16876,-100.0377,77,Suburban,America/Chicago,Dietitian,2.0,55.0,Bachelor's Degree,Unemployed,123272.0,Separated,Female,No,11.57145,11,2,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,56.0,137.3591,5232.0,2,2,4,4,4,2,2,3,3.2677188681621745,,
9428,9429,S433497,1468516a-9420-479a-8a75-499863771bd8,Simonton,TX,Fort Bend,77476,29.67245,-95.98326,187,Rural,America/Chicago,Plant breeder/geneticist,3.0,61.0,"9th Grade to 12th Grade, No Diploma",Retired,134967.0,Divorced,Female,No,16.17457,17,1,0,No,Month-to-month,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No,Yes,No,Electronic Check,59.0,173.7614,5548.0,3,3,3,3,4,3,4,3,3.7262485997755572,,
9429,9430,O928853,011e2b8a-e117-4de5-8739-beb8f712cc72,Frenchtown,MT,Missoula,59834,47.07465,-114.2311,2718,Rural,America/Denver,"Scientist, clinical (histocompatibility and immunogenetics)",4.0,79.0,Nursery School to 8th Grade,Retired,120895.0,Never Married,Female,No,8.007735,10,0,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Mailed Check,68.0,216.0796,6081.0,3,3,2,1,5,1,3,3,3.1745230432758973,,
9615,9616,X447899,6fb07a81-0fa0-4484-ae02-81a76506696c,Queen City,TX,Cass,75572,33.23153,-94.13216,4173,Urban,America/Chicago,Agricultural consultant,3.0,40.0,Regular High School Diploma,Full Time,130319.0,Widowed,Female,Yes,6.254019,9,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),62.0,221.8752,5703.0,3,4,2,2,5,3,4,3,3.5440129270488363,,
9639,9640,K483384,663eaa8d-1ae1-4305-814e-0abbed5c8260,Moorhead,MS,Sunflower,38761,33.43204,-90.48489,2579,Suburban,America/Chicago,"Engineer, manufacturing systems",4.0,54.0,Bachelor's Degree,Part Time,149953.0,Never Married,Female,No,36.6734,7,1,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),68.0,217.5437,6141.0,2,2,2,4,3,3,3,5,4.313809656462873,,
9656,9657,T234307,8ce025a0-86b1-4e33-9c97-f9c8408e7689,Guernsey,IA,Poweshiek,52221,41.64197,-92.33228,232,Suburban,America/Chicago,Research scientist (life sciences),2.0,76.0,Regular High School Diploma,Full Time,136818.0,Divorced,Female,No,16.63176,6,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Electronic Check,69.0,202.9635,6604.0,3,4,4,2,3,4,4,4,3.7988213687551533,,
9685,9686,Y567471,590dcaaa-c518-41e9-89fc-e5066b1bd84b,Middlesex,NY,Yates,14507,42.69781,-77.27028,1236,Suburban,America/New_York,Furniture conservator/restorer,1.0,21.0,Nursery School to 8th Grade,Full Time,118341.0,Widowed,Male,No,9.795947,18,1,1,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Bank Transfer(automatic),59.0,176.7499,5642.0,4,3,4,2,6,3,3,4,3.074387520869691,,
9849,9850,C406267,5fae818b-cdcb-452e-bb5a-c9dc04ed9383,Laporte,CO,Larimer,80535,40.73342,-105.1835,2613,Urban,America/Denver,Dancer,2.0,58.0,"9th Grade to 12th Grade, No Diploma",Student,134443.0,Married,Female,No,5.518844,11,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,53.0,143.2536,4517.0,4,4,4,2,5,3,3,4,3.705703958530118,,
9876,9877,T156561,34f05b13-dc84-4732-a9ac-2e2c68a2d625,Manchester,NH,Hillsborough,3104,43.00934,-71.44146,32603,Suburban,America/New_York,Chief Technology Officer,1.0,85.0,Master's Degree,Full Time,128468.0,Widowed,Female,No,11.73637,8,2,0,No,Two Year,Yes,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),64.0,147.4561,5344.0,3,4,4,4,4,4,5,3,3.4714401580692407,,
9891,9892,J966666,203d77c6-4cb3-45ba-9ea9-c7c61f98e51f,Etlan,VA,Madison,22719,38.53063,-78.28568,271,Rural,America/New_York,Science writer,1.0,52.0,Regular High School Diploma,Student,121220.0,Widowed,Male,No,33.86731,12,1,0,No,One year,No,Yes,None,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Credit Card (automatic),67.0,160.7045,5961.0,4,5,4,3,2,5,4,4,3.187265425727744,,
88,89,C73741,1ca2e70f-6207-4514-a8ce-e97244a56251,Waterbury,CT,New Haven,6704,41.5865,-73.03305,25576,Rural,America/New_York,"Nurse, adult",2.0,26.0,Regular High School Diploma,Full Time,38832.0,Separated,Female,Yes,8.926117575,12,4,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,4.0,187.6215728,1393.0,4,4,4,3,3,3,3,5,,3.0434393467957603,
129,130,S985225,f3878f9d-fe73-4db7-9d66-de25fab169c1,Momence,IL,Kankakee,60954,41.15338,-87.62902,5846,Urban,America/Chicago,Osteopath,5.0,32.0,Regular High School Diploma,Full Time,9516.0,Divorced,Male,Yes,7.469785397,11,4,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,5.0,219.2776188,1831.0,2,1,2,4,3,5,3,1,,3.0434393467957603,
187,188,Q971369,6ec3ca40-a3db-4a9d-b0c8-012950c949bd,Barnesville,PA,Schuylkill,18214,40.79879,-76.08148,1919,Rural,America/New_York,"Engineer, manufacturing",1.0,57.0,Nursery School to 8th Grade,Unemployed,47726.0,Separated,Female,Yes,8.076759639,8,5,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),2.0,152.4044424,591.0,1,3,2,3,4,3,3,3,,4.055724695490021,
205,206,Q279060,33a0892c-cd0b-4177-865c-b836af7a9a1c,Cosmos,MN,Meeker,56228,44.93688,-94.67707,1003,Suburban,America/Chicago,Occupational psychologist,0.0,25.0,"9th Grade to 12th Grade, No Diploma",Retired,30665.0,Separated,Female,Yes,9.937781234,13,4,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,18.0,240.4725051,2059.0,2,3,3,4,3,4,5,4,,3.0434393467957603,
345,346,O511762,3a0cf6f8-3aa9-4262-b5a0-e9c7788cbac5,Arnoldsville,GA,Oglethorpe,30619,33.85751,-83.24105,1277,Rural,America/New_York,"Producer, television/film/video",4.0,85.0,"9th Grade to 12th Grade, No Diploma",Student,14980.0,Divorced,Female,Yes,9.869461454,9,4,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),8.0,232.8896664,1719.0,6,6,5,3,5,4,4,4,,3.0434393467957603,
426,427,X299129,d8016d4c-29fd-479d-b93d-b2b8ca88b703,Tacoma,WA,Pierce,98404,47.20975,-122.41008,35100,Suburban,America/Los_Angeles,Air broker,3.0,61.0,Master's Degree,Full Time,31467.0,Divorced,Female,No,5.266000069,7,6,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Mailed Check,12.0,146.5523549,1190.0,3,3,4,3,4,3,4,3,,5.068010044184281,
535,536,Q895849,f2a6552e-3fca-4e81-9c20-291be61b6e56,East Chatham,NY,Columbia,12060,42.41678,-73.49419,1551,Suburban,America/New_York,Retail merchandiser,0.0,63.0,Associate's Degree,Full Time,36974.0,Never Married,Female,No,9.795974512,9,4,1,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,7.0,163.7748626,831.0,4,5,3,3,4,3,4,4,,3.0434393467957603,
554,555,D303600,f69716ef-840a-4c1c-b979-ce676f9d9179,Dinwiddie,VA,Dinwiddie,23841,37.05233,-77.55183,3281,Rural,America/New_York,"Physicist, medical",10.0,44.0,Bachelor's Degree,Full Time,46353.0,Separated,Female,No,11.50448788,14,4,1,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Credit Card (automatic),11.0,127.7852964,1809.0,2,2,2,4,2,3,3,3,,3.0434393467957603,
567,568,T446100,046c5f34-9281-47d4-a33a-768d6e06c379,Leamington,UT,Millard,84638,39.49963,-112.26359,316,Rural,America/Denver,"Pharmacist, community",4.0,28.0,Associate's Degree,Full Time,41955.0,Never Married,Female,No,13.30346,9,4,0,No,One year,Yes,Yes,None,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,6.0,138.7411409,910.0,4,4,3,3,2,5,5,3,,3.0434393467957603,
654,655,A756392,f9ab05a9-0abe-4edd-8e37-d0bdbaea746f,Tivoli,NY,Dutchess,12583,42.06131,-73.86652,2465,Suburban,America/New_York,Furniture designer,5.0,64.0,Master's Degree,Part Time,67829.0,Never Married,Male,Yes,11.77140863,13,4,0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,2.0,148.4310089,1071.0,2,3,2,4,4,3,3,3,,3.0434393467957603,
744,745,B209742,ea5c7321-2ae7-4668-a2e0-deb5b93dd2f9,Baldwin,NY,Nassau,11510,40.65019,-73.60805,33484,Rural,America/New_York,"Designer, interior/spatial",1.0,70.0,"Some College, 1 or More Years, No Degree",Full Time,27589.0,Widowed,Male,No,10.16438742,13,4,1,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Credit Card (automatic),12.0,161.4593056,1387.0,5,4,5,2,3,4,5,3,,3.0434393467957603,
810,811,Z757676,5ba551f2-a262-443a-b8d2-cfbcc657a5d3,Pocasset,MA,Barnstable,2559,41.69165,-70.61522,4059,Rural,America/New_York,Arts administrator,1.0,49.0,Bachelor's Degree,Full Time,25435.0,Widowed,Female,Yes,41.7682425,11,4,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),8.0,211.2515059,1048.0,2,2,3,2,5,2,3,3,,3.0434393467957603,
861,862,S256921,918f2f56-7ec1-4f95-b01c-01411f102b0f,Deford,MI,Tuscola,48729,43.49495,-83.17857,1457,Urban,America/Detroit,Furniture designer,0.0,54.0,Regular High School Diploma,Full Time,26728.0,Divorced,Female,No,12.56624944,8,4,1,No,One year,No,No,DSL,No,Yes,No,No,No,Yes,No,Yes,Yes,Mailed Check,9.0,171.6516125,1541.0,3,2,3,4,3,3,4,4,,3.0434393467957603,
